data-object,key,variants.sku,variants.key,variants.images.label,variants.images.url,variants.images.dimensions.w,variants.images.dimensions.h
image,KeySnowboard00108,SKU-SNW-2961,VariantKeySNW-2961,SNW-Image108-01,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-108-01/0.jpg,700,700
image,KeySnowboard00108,SKU-SNW-2961,VariantKeySNW-2961,SNW-Image108-02,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-108-01/1.jpg,700,700
image,KeySnowboard00108,SKU-SNW-2961,VariantKeySNW-2961,SNW-Image108-03,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-108-01/2.jpg,700,700
image,KeySnowboard00108,SKU-SNW-2961,VariantKeySNW-2961,SNW-Image108-04,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-108-01/3.jpg,700,700
image,KeySnowboard00108,SKU-SNW-2961,VariantKeySNW-2961,SNW-Image108-05,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-108-01/4.jpg,700,700
variant,KeySnowboard00108,SKU-SNW-2961-0001,VariantKeySNW-2961-0001,SNW-Image108-01-0001,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-108-01/0.jpg,700,700
variant,KeySnowboard00108,SKU-SNW-2961-0002,VariantKeySNW-2961-0002,SNW-Image108-02-0002,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-108-01/0.jpg,700,700
image,KeySnowboard00109,SKU-SNW-2305,VariantKeySNW-2305,SNW-Image109-01,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-109-01/0.jpg,700,700
image,KeySnowboard00109,SKU-SNW-2305,VariantKeySNW-2305,SNW-Image109-02,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-109-01/1.jpg,700,700
image,KeySnowboard00109,SKU-SNW-2305,VariantKeySNW-2305,SNW-Image109-03,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-109-01/2.jpg,700,700
image,KeySnowboard00109,SKU-SNW-2305,VariantKeySNW-2305,SNW-Image109-04,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-109-01/3.jpg,700,700
image,KeySnowboard00109,SKU-SNW-2305,VariantKeySNW-2305,SNW-Image109-05,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-109-01/4.jpg,700,700
variant,KeySnowboard00109,SKU-SNW-2305-0001,VariantKeySNW-2305-0001,SNW-Image109-01-0001,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-109-01/0.jpg,700,700
variant,KeySnowboard00109,SKU-SNW-2305-0002,VariantKeySNW-2305-0002,SNW-Image109-02-0002,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-109-01/0.jpg,700,700
variant,KeySnowboard00109,SKU-SNW-2305-0003,VariantKeySNW-2305-0003,SNW-Image109-03-0003,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-109-01/0.jpg,700,700
variant,KeySnowboard00109,SKU-SNW-2305-0004,VariantKeySNW-2305-0004,SNW-Image109-04-0004,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-109-01/0.jpg,700,700
variant,KeySnowboard00109,SKU-SNW-2305-0005,VariantKeySNW-2305-0005,SNW-Image109-05-0005,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-109-01/0.jpg,700,700
variant,KeySnowboard00109,SKU-SNW-2305-0006,VariantKeySNW-2305-0006,SNW-Image109-06-0006,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-109-01/0.jpg,700,700
image,KeySnowboard00110,SKU-SNW-2230,VariantKeySNW-2230,SNW-Image110-01,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-110-01/0.jpg,700,700
image,KeySnowboard00110,SKU-SNW-2230,VariantKeySNW-2230,SNW-Image110-02,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-110-01/1.jpg,700,700
variant,KeySnowboard00110,SKU-SNW-2230-0001,VariantKeySNW-2230-0001,SNW-Image110-01-0001,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-110-01/0.jpg,700,700
variant,KeySnowboard00110,SKU-SNW-2230-0002,VariantKeySNW-2230-0002,SNW-Image110-02-0002,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-110-01/0.jpg,700,700
variant,KeySnowboard00110,SKU-SNW-2230-0003,VariantKeySNW-2230-0003,SNW-Image110-03-0003,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-110-01/0.jpg,700,700
variant,KeySnowboard00110,SKU-SNW-2230-0004,VariantKeySNW-2230-0004,SNW-Image110-04-0004,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-110-01/0.jpg,700,700
variant,KeySnowboard00110,SKU-SNW-2230-0005,VariantKeySNW-2230-0005,SNW-Image110-05-0005,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-110-01/0.jpg,700,700
image,KeySnowboard00111,SKU-SNW-2992,VariantKeySNW-2992,SNW-Image111-01,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-111-01/0.jpg,700,700
variant,KeySnowboard00111,SKU-SNW-2992-0001,VariantKeySNW-2992-0001,SNW-Image111-01-0001,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-111-01/0.jpg,700,700
variant,KeySnowboard00111,SKU-SNW-2992-0002,VariantKeySNW-2992-0002,SNW-Image111-02-0002,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-111-01/0.jpg,700,700
variant,KeySnowboard00111,SKU-SNW-2992-0003,VariantKeySNW-2992-0003,SNW-Image111-03-0003,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-111-01/0.jpg,700,700
variant,KeySnowboard00111,SKU-SNW-2992-0004,VariantKeySNW-2992-0004,SNW-Image111-04-0004,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-111-01/0.jpg,700,700
image,KeySnowboard00112,SKU-SNW-3770,VariantKeySNW-3770,SNW-Image112-01,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-112-01/0.jpg,700,700
variant,KeySnowboard00112,SKU-SNW-3770-0001,VariantKeySNW-3770-0001,SNW-Image112-01-0001,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-112-01/0.jpg,700,700
variant,KeySnowboard00112,SKU-SNW-3770-0002,VariantKeySNW-3770-0002,SNW-Image112-02-0002,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-112-01/0.jpg,700,700
variant,KeySnowboard00112,SKU-SNW-3770-0003,VariantKeySNW-3770-0003,SNW-Image112-03-0003,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-112-01/0.jpg,700,700
image,KeySnowboard00113,SKU-SNW-3457,VariantKeySNW-3457,SNW-Image113-01,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-113-01/0.jpg,700,700
variant,KeySnowboard00113,SKU-SNW-3457-0001,VariantKeySNW-3457-0001,SNW-Image113-01-0001,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-113-01/0.jpg,700,700
variant,KeySnowboard00113,SKU-SNW-3457-0002,VariantKeySNW-3457-0002,SNW-Image113-02-0002,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-113-01/0.jpg,700,700
image,KeySnowboard00114,SKU-SNW-1847,VariantKeySNW-1847,SNW-Image114-01,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-114-01/0.jpg,700,700
variant,KeySnowboard00114,SKU-SNW-1847-0001,VariantKeySNW-1847-0001,SNW-Image114-01-0001,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-114-01/0.jpg,700,700
variant,KeySnowboard00114,SKU-SNW-1847-0002,VariantKeySNW-1847-0002,SNW-Image114-02-0002,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-114-01/0.jpg,700,700
image,KeySnowboard00115,SKU-SNW-3051,VariantKeySNW-3051,SNW-Image115-01,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-115-01/0.jpg,700,700
image,KeySnowboard00115,SKU-SNW-3051,VariantKeySNW-3051,SNW-Image115-02,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-115-01/1.jpg,700,700
image,KeySnowboard00115,SKU-SNW-3051,VariantKeySNW-3051,SNW-Image115-03,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-115-01/2.jpg,700,700
image,KeySnowboard00115,SKU-SNW-3051,VariantKeySNW-3051,SNW-Image115-04,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-115-01/3.jpg,700,700
image,KeySnowboard00115,SKU-SNW-3051,VariantKeySNW-3051,SNW-Image115-05,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-115-01/4.jpg,700,700
variant,KeySnowboard00115,SKU-SNW-3051-0001,VariantKeySNW-3051-0001,SNW-Image115-01-0001,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-115-01/0.jpg,700,700
variant,KeySnowboard00115,SKU-SNW-3051-0002,VariantKeySNW-3051-0002,SNW-Image115-02-0002,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-115-01/0.jpg,700,700
variant,KeySnowboard00115,SKU-SNW-3051-0003,VariantKeySNW-3051-0003,SNW-Image115-03-0003,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-115-01/0.jpg,700,700
variant,KeySnowboard00115,SKU-SNW-3051-0004,VariantKeySNW-3051-0004,SNW-Image115-04-0004,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-115-01/0.jpg,700,700
variant,KeySnowboard00115,SKU-SNW-3051-0005,VariantKeySNW-3051-0005,SNW-Image115-05-0005,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-115-01/0.jpg,700,700
image,KeySnowboard00116,SKU-SNW-2420,VariantKeySNW-2420,SNW-Image116-01,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-116-01/0.jpg,700,700
image,KeySnowboard00116,SKU-SNW-2420,VariantKeySNW-2420,SNW-Image116-02,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-116-01/1.jpg,700,700
image,KeySnowboard00116,SKU-SNW-2420,VariantKeySNW-2420,SNW-Image116-03,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-116-01/2.jpg,700,700
image,KeySnowboard00116,SKU-SNW-2420,VariantKeySNW-2420,SNW-Image116-04,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-116-01/3.jpg,700,700
image,KeySnowboard00116,SKU-SNW-2420,VariantKeySNW-2420,SNW-Image116-05,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-116-01/4.jpg,700,700
image,KeySnowboard00116,SKU-SNW-2420,VariantKeySNW-2420,SNW-Image116-06,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-116-01/5.jpg,700,700
image,KeySnowboard00116,SKU-SNW-2420,VariantKeySNW-2420,SNW-Image116-07,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-116-01/6.jpg,700,700
variant,KeySnowboard00116,SKU-SNW-2420-0001,VariantKeySNW-2420-0001,SNW-Image116-01-0001,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-116-01/0.jpg,700,700
variant,KeySnowboard00116,SKU-SNW-2420-0002,VariantKeySNW-2420-0002,SNW-Image116-02-0002,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-116-01/0.jpg,700,700
variant,KeySnowboard00116,SKU-SNW-2420-0003,VariantKeySNW-2420-0003,SNW-Image116-03-0003,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-116-01/0.jpg,700,700
variant,KeySnowboard00116,SKU-SNW-2420-0004,VariantKeySNW-2420-0004,SNW-Image116-04-0004,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-116-01/0.jpg,700,700
variant,KeySnowboard00116,SKU-SNW-2420-0005,VariantKeySNW-2420-0005,SNW-Image116-05-0005,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-116-01/0.jpg,700,700
variant,KeySnowboard00116,SKU-SNW-2420-0006,VariantKeySNW-2420-0006,SNW-Image116-06-0006,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-116-01/0.jpg,700,700
variant,KeySnowboard00116,SKU-SNW-2420-0007,VariantKeySNW-2420-0007,SNW-Image116-07-0007,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-116-01/0.jpg,700,700
variant,KeySnowboard00116,SKU-SNW-2420-0008,VariantKeySNW-2420-0008,SNW-Image116-08-0008,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-116-01/0.jpg,700,700
variant,KeySnowboard00116,SKU-SNW-2420-0009,VariantKeySNW-2420-0009,SNW-Image116-09-0009,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-116-01/0.jpg,700,700
variant,KeySnowboard00116,SKU-SNW-2420-00010,VariantKeySNW-2420-00010,SNW-Image116-010-00010,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-116-01/0.jpg,700,700
variant,KeySnowboard00116,SKU-SNW-2420-00011,VariantKeySNW-2420-00011,SNW-Image116-011-00011,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-116-01/0.jpg,700,700
image,KeySnowboard00117,SKU-SNW-2018,VariantKeySNW-2018,SNW-Image117-01,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-117-01/0.jpg,700,700
variant,KeySnowboard00117,SKU-SNW-2018-0001,VariantKeySNW-2018-0001,SNW-Image117-01-0001,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-117-01/0.jpg,700,700
variant,KeySnowboard00117,SKU-SNW-2018-0002,VariantKeySNW-2018-0002,SNW-Image117-02-0002,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-117-01/0.jpg,700,700
variant,KeySnowboard00117,SKU-SNW-2018-0003,VariantKeySNW-2018-0003,SNW-Image117-03-0003,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-117-01/0.jpg,700,700
variant,KeySnowboard00117,SKU-SNW-2018-0004,VariantKeySNW-2018-0004,SNW-Image117-04-0004,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-117-01/0.jpg,700,700
variant,KeySnowboard00117,SKU-SNW-2018-0005,VariantKeySNW-2018-0005,SNW-Image117-05-0005,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-117-01/0.jpg,700,700
variant,KeySnowboard00117,SKU-SNW-2018-0006,VariantKeySNW-2018-0006,SNW-Image117-06-0006,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-117-01/0.jpg,700,700
variant,KeySnowboard00117,SKU-SNW-2018-0007,VariantKeySNW-2018-0007,SNW-Image117-07-0007,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-117-01/0.jpg,700,700
variant,KeySnowboard00117,SKU-SNW-2018-0008,VariantKeySNW-2018-0008,SNW-Image117-08-0008,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-117-01/0.jpg,700,700
image,KeySnowboard00118,SKU-SNW-2480,VariantKeySNW-2480,SNW-Image118-01,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-118-01/0.jpg,700,700
image,KeySnowboard00118,SKU-SNW-2480,VariantKeySNW-2480,SNW-Image118-02,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-118-01/1.jpg,700,700
image,KeySnowboard00118,SKU-SNW-2480,VariantKeySNW-2480,SNW-Image118-03,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-118-01/2.jpg,700,700
image,KeySnowboard00118,SKU-SNW-2480,VariantKeySNW-2480,SNW-Image118-04,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-118-01/3.jpg,700,700
variant,KeySnowboard00118,SKU-SNW-2480-0001,VariantKeySNW-2480-0001,SNW-Image118-01-0001,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-118-01/0.jpg,700,700
variant,KeySnowboard00118,SKU-SNW-2480-0002,VariantKeySNW-2480-0002,SNW-Image118-02-0002,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-118-01/0.jpg,700,700
variant,KeySnowboard00118,SKU-SNW-2480-0003,VariantKeySNW-2480-0003,SNW-Image118-03-0003,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-118-01/0.jpg,700,700
variant,KeySnowboard00118,SKU-SNW-2480-0004,VariantKeySNW-2480-0004,SNW-Image118-04-0004,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-118-01/0.jpg,700,700
variant,KeySnowboard00118,SKU-SNW-2480-0005,VariantKeySNW-2480-0005,SNW-Image118-05-0005,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-118-01/0.jpg,700,700
variant,KeySnowboard00118,SKU-SNW-2480-0006,VariantKeySNW-2480-0006,SNW-Image118-06-0006,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-118-01/0.jpg,700,700
variant,KeySnowboard00118,SKU-SNW-2480-0007,VariantKeySNW-2480-0007,SNW-Image118-07-0007,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-118-01/0.jpg,700,700
variant,KeySnowboard00118,SKU-SNW-2480-0008,VariantKeySNW-2480-0008,SNW-Image118-08-0008,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-118-01/0.jpg,700,700
variant,KeySnowboard00118,SKU-SNW-2480-0009,VariantKeySNW-2480-0009,SNW-Image118-09-0009,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-118-01/0.jpg,700,700
image,KeySnowboard00119,SKU-SNW-3014,VariantKeySNW-3014,SNW-Image119-01,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-119-01/0.jpg,700,700
variant,KeySnowboard00119,SKU-SNW-3014-0001,VariantKeySNW-3014-0001,SNW-Image119-01-0001,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-119-01/0.jpg,700,700
variant,KeySnowboard00119,SKU-SNW-3014-0002,VariantKeySNW-3014-0002,SNW-Image119-02-0002,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-119-01/0.jpg,700,700
variant,KeySnowboard00119,SKU-SNW-3014-0003,VariantKeySNW-3014-0003,SNW-Image119-03-0003,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-119-01/0.jpg,700,700
image,KeySnowboard00120,SKU-SNW-3470,VariantKeySNW-3470,SNW-Image120-01,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-120-01/0.jpg,700,700
variant,KeySnowboard00120,SKU-SNW-3470-0001,VariantKeySNW-3470-0001,SNW-Image120-01-0001,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-120-01/0.jpg,700,700
variant,KeySnowboard00120,SKU-SNW-3470-0002,VariantKeySNW-3470-0002,SNW-Image120-02-0002,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-120-01/0.jpg,700,700
variant,KeySnowboard00120,SKU-SNW-3470-0003,VariantKeySNW-3470-0003,SNW-Image120-03-0003,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-120-01/0.jpg,700,700
image,KeySnowboard00121,SKU-SNW-3221,VariantKeySNW-3221,SNW-Image121-01,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-121-01/0.jpg,700,700
variant,KeySnowboard00121,SKU-SNW-3221-0001,VariantKeySNW-3221-0001,SNW-Image121-01-0001,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-121-01/0.jpg,700,700
variant,KeySnowboard00121,SKU-SNW-3221-0002,VariantKeySNW-3221-0002,SNW-Image121-02-0002,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-121-01/0.jpg,700,700
variant,KeySnowboard00121,SKU-SNW-3221-0003,VariantKeySNW-3221-0003,SNW-Image121-03-0003,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-121-01/0.jpg,700,700
variant,KeySnowboard00121,SKU-SNW-3221-0004,VariantKeySNW-3221-0004,SNW-Image121-04-0004,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-121-01/0.jpg,700,700
variant,KeySnowboard00121,SKU-SNW-3221-0005,VariantKeySNW-3221-0005,SNW-Image121-05-0005,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-121-01/0.jpg,700,700
variant,KeySnowboard00121,SKU-SNW-3221-0006,VariantKeySNW-3221-0006,SNW-Image121-06-0006,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-121-01/0.jpg,700,700
variant,KeySnowboard00121,SKU-SNW-3221-0007,VariantKeySNW-3221-0007,SNW-Image121-07-0007,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-121-01/0.jpg,700,700
image,KeySnowboard00122,SKU-SNW-2905,VariantKeySNW-2905,SNW-Image122-01,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-122-01/0.jpg,700,700
variant,KeySnowboard00122,SKU-SNW-2905-0001,VariantKeySNW-2905-0001,SNW-Image122-01-0001,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-122-01/0.jpg,700,700
variant,KeySnowboard00122,SKU-SNW-2905-0002,VariantKeySNW-2905-0002,SNW-Image122-02-0002,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-122-01/0.jpg,700,700
variant,KeySnowboard00122,SKU-SNW-2905-0003,VariantKeySNW-2905-0003,SNW-Image122-03-0003,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-122-01/0.jpg,700,700
variant,KeySnowboard00122,SKU-SNW-2905-0004,VariantKeySNW-2905-0004,SNW-Image122-04-0004,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-122-01/0.jpg,700,700
variant,KeySnowboard00122,SKU-SNW-2905-0005,VariantKeySNW-2905-0005,SNW-Image122-05-0005,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-122-01/0.jpg,700,700
variant,KeySnowboard00122,SKU-SNW-2905-0006,VariantKeySNW-2905-0006,SNW-Image122-06-0006,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-122-01/0.jpg,700,700
variant,KeySnowboard00122,SKU-SNW-2905-0007,VariantKeySNW-2905-0007,SNW-Image122-07-0007,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-122-01/0.jpg,700,700
variant,KeySnowboard00122,SKU-SNW-2905-0008,VariantKeySNW-2905-0008,SNW-Image122-08-0008,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-122-01/0.jpg,700,700
image,KeySnowboard00123,SKU-SNW-3098,VariantKeySNW-3098,SNW-Image123-01,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-123-01/0.jpg,700,700
variant,KeySnowboard00123,SKU-SNW-3098-0001,VariantKeySNW-3098-0001,SNW-Image123-01-0001,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-123-01/0.jpg,700,700
variant,KeySnowboard00123,SKU-SNW-3098-0002,VariantKeySNW-3098-0002,SNW-Image123-02-0002,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-123-01/0.jpg,700,700
variant,KeySnowboard00123,SKU-SNW-3098-0003,VariantKeySNW-3098-0003,SNW-Image123-03-0003,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-123-01/0.jpg,700,700
image,KeySnowboard00124,SKU-SNW-2848,VariantKeySNW-2848,SNW-Image124-01,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-124-01/0.jpg,700,700
variant,KeySnowboard00124,SKU-SNW-2848-0001,VariantKeySNW-2848-0001,SNW-Image124-01-0001,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-124-01/0.jpg,700,700
variant,KeySnowboard00124,SKU-SNW-2848-0002,VariantKeySNW-2848-0002,SNW-Image124-02-0002,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-124-01/0.jpg,700,700
variant,KeySnowboard00124,SKU-SNW-2848-0003,VariantKeySNW-2848-0003,SNW-Image124-03-0003,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-124-01/0.jpg,700,700
variant,KeySnowboard00124,SKU-SNW-2848-0004,VariantKeySNW-2848-0004,SNW-Image124-04-0004,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-124-01/0.jpg,700,700
variant,KeySnowboard00124,SKU-SNW-2848-0005,VariantKeySNW-2848-0005,SNW-Image124-05-0005,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-124-01/0.jpg,700,700
variant,KeySnowboard00124,SKU-SNW-2848-0006,VariantKeySNW-2848-0006,SNW-Image124-06-0006,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-124-01/0.jpg,700,700
image,KeySnowboard00125,SKU-SNW-3169,VariantKeySNW-3169,SNW-Image125-01,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-125-01/0.jpg,700,700
variant,KeySnowboard00125,SKU-SNW-3169-0001,VariantKeySNW-3169-0001,SNW-Image125-01-0001,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-125-01/0.jpg,700,700
variant,KeySnowboard00125,SKU-SNW-3169-0002,VariantKeySNW-3169-0002,SNW-Image125-02-0002,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-125-01/0.jpg,700,700
variant,KeySnowboard00125,SKU-SNW-3169-0003,VariantKeySNW-3169-0003,SNW-Image125-03-0003,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-125-01/0.jpg,700,700
variant,KeySnowboard00125,SKU-SNW-3169-0004,VariantKeySNW-3169-0004,SNW-Image125-04-0004,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-125-01/0.jpg,700,700
variant,KeySnowboard00125,SKU-SNW-3169-0005,VariantKeySNW-3169-0005,SNW-Image125-05-0005,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-125-01/0.jpg,700,700
variant,KeySnowboard00125,SKU-SNW-3169-0006,VariantKeySNW-3169-0006,SNW-Image125-06-0006,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-125-01/0.jpg,700,700
image,KeySnowboard00126,SKU-SNW-2125,VariantKeySNW-2125,SNW-Image126-01,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-126-01/0.jpg,700,700
image,KeySnowboard00126,SKU-SNW-2125,VariantKeySNW-2125,SNW-Image126-02,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-126-01/1.jpg,700,700
image,KeySnowboard00126,SKU-SNW-2125,VariantKeySNW-2125,SNW-Image126-03,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-126-01/2.jpg,700,700
image,KeySnowboard00126,SKU-SNW-2125,VariantKeySNW-2125,SNW-Image126-04,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-126-01/3.jpg,700,700
image,KeySnowboard00126,SKU-SNW-2125,VariantKeySNW-2125,SNW-Image126-05,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-126-01/4.jpg,700,700
image,KeySnowboard00126,SKU-SNW-2125,VariantKeySNW-2125,SNW-Image126-06,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-126-01/5.jpg,700,700
variant,KeySnowboard00126,SKU-SNW-2125-0001,VariantKeySNW-2125-0001,SNW-Image126-01-0001,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-126-01/0.jpg,700,700
variant,KeySnowboard00126,SKU-SNW-2125-0002,VariantKeySNW-2125-0002,SNW-Image126-02-0002,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-126-01/0.jpg,700,700
variant,KeySnowboard00126,SKU-SNW-2125-0003,VariantKeySNW-2125-0003,SNW-Image126-03-0003,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-126-01/0.jpg,700,700
image,KeySnowboard00127,SKU-SNW-1835,VariantKeySNW-1835,SNW-Image127-01,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-127-01/0.jpg,700,700
image,KeySnowboard00127,SKU-SNW-1835,VariantKeySNW-1835,SNW-Image127-02,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-127-01/1.jpg,700,700
